NumImm,Nom,Prenom,CIN,Adresse,Tel,Status
IMM00229,Robert,Alexandrie,oO14699,"62, boulevard Goncalves, 88519 Mace",+33 (0)1 75 33 47 07,Actif
IMM00230,Chevalier,Colette,lr37214,"69, chemin de Boyer, 19870 Gonzalez",+33 (0)5 64 47 43 44,Actif
IMM00231,Vincent,Marguerite,si36717,"7, chemin Lemaire, 69992 MauriceVille",+33 1 55 53 14 70,Suspendu
IMM00232,Antoine,Sébastien,sM07710,"37, avenue Michel Dias, 20208 Boulayboeuf",+33 (0)1 42 67 77 09,Actif
IMM00233,Morvan,Georges,oY20354,"25, rue Buisson, 82261 Sainte René",0155015322,Actif
IMM00234,Weiss,Claudine,NQ70569,"752, rue Charpentier, 87793 Saint Alexandre",+33 (0)4 78 42 16 43,Actif
IMM00235,Antoine,Susanne,Tq63384,"408, rue Laurent, 22918 Barbe",+33 1 43 54 41 94,Inactif
IMM00236,Millet,Émilie,PY44167,"45, boulevard Pires, 17584 Germain",03 67 44 01 04,Actif
IMM00237,Payet,Michèle,uq64098,"45, boulevard Susan Mathieu, 64292 De Oliveira",0357097256,Actif
IMM00238,Lemaître,Marine,Nz73105,"28, rue Marine Raynaud, 68919 Thibault",+33 (0)6 98 83 61 32,Inactif
IMM00239,Faure,Augustin,Lq90150,"68, avenue Boulay, 95896 Sainte Hortense",0481263493,Actif
IMM00240,Dupuis,Jeannine,Rk10681,"16, avenue Roux, 52920 Torres",+33 (0)5 64 89 38 28,Actif
IMM00241,Tanguy,Pénélope,qz56568,"12, chemin Maréchal, 02705 Ferreira-sur-Collet",+33 4 22 49 76 67,Actif
IMM00242,Ramos,Thibaut,hq79003,"5, boulevard de Arnaud, 92265 Vallée-la-Forêt",0169100878,Actif
IMM00243,Faivre,Pauline,gJ84000,"29, boulevard de Valentin, 48372 LaunayVille",0344147990,Actif
IMM00244,Morin,Constance,GE05045,"rue Valette, 26966 Labbé-sur-Lelièvre",+33 (0)2 33 79 20 93,Actif
IMM00245,Lemoine,Roger,MQ11183,"5, chemin Madeleine Collet, 51842 ArnaudBourg",04 11 61 56 46,Suspendu
IMM00246,Cousin,Christiane,wP62206,"boulevard Brigitte Morin, 97461 Boutinboeuf",0285947482,Suspendu
IMM00247,Cordier,Cécile,HH77162,"91, rue de Gros, 65638 Sainte Daniel",+33 2 57 43 31 18,Suspendu
IMM00248,Langlois,Denise,Qw16967,"92, chemin Alfred Vallet, 97322 Dupuy",+33 3 69 58 67 21,Inactif
IMM00249,Nguyen,Audrey,IK34882,"8, avenue Yves Leclerc, 43665 Andre",+33 (0)7 93 99 12 36,Inactif
IMM00250,Auger,Élise,kk52599,"rue Fouquet, 31344 Sainte Laurentnec",+33 (0)2 76 72 22 42,Actif
IMM00251,Auger,Valérie,ca27715,"542, avenue Gilles, 77453 Chartier",01 70 27 43 25,Actif
IMM00252,Carpentier,Juliette,Js95887,"rue de Costa, 34583 Ledoux",+33 1 39 25 28 61,Actif
IMM00253,Gallet,Simone,tU91932,"744, boulevard de Mahe, 48904 Blanc-sur-Leroux",02 50 29 92 19,Suspendu
IMM00254,Marchal,Aimé,DK76712,"rue Zacharie Garnier, 25352 Saint Alexandrie",01 60 72 32 56,Suspendu
IMM00255,Leduc,Olivier,lO56709,"16, chemin de Briand, 78148 Hardy",02 22 43 14 70,Inactif
IMM00256,Lebrun,Jérôme,bW44344,"41, rue de Delaunay, 23559 Charpentier",+33 5 08 18 36 09,Actif
IMM00257,Rodriguez,Aimée,Ez80013,"165, rue de Alves, 47687 Giraud",0243511318,Actif
IMM00258,Gonzalez,Adélaïde,kQ13816,"67, avenue Théodore Simon, 33451 Julien",+33 1 46 88 61 58,Actif
IMM00259,Gauthier,Guy,Bs81505,"45, avenue Maryse Schneider, 09870 Humbert-sur-Muller",+33 (0)5 81 87 86 05,Actif
IMM00260,Germain,Amélie,pw32553,"871, avenue de Mary, 17350 Saint Timothée",0371704387,Actif
IMM00261,Parent,Roger,vt61415,"72, boulevard Chauveau, 97116 Dumas-sur-Mer",01 30 68 74 23,Inactif
IMM00262,Lacombe,Matthieu,xG77620,"3, rue de Langlois, 14240 Voisinboeuf",0602156580,Actif
IMM00263,Chrétien,Joséphine,so82610,"7, boulevard Alexandre Loiseau, 10342 Boutin",0232431166,Actif
IMM00264,Dubois,Océane,hV41265,"6, rue Dupuy, 97654 Gaudin",0182925468,Suspendu
IMM00265,Labbé,Maggie,CI40743,"95, avenue de Ledoux, 66379 BrunelVille",+33 1 78 54 99 53,Actif
IMM00266,Bigot,Nath,UB19095,"avenue de Salmon, 97128 Sainte Caroline",0253083463,Inactif
IMM00267,Guillon,Valérie,uq44039,"77, boulevard Fernandes, 35401 Sainte Benjamin-sur-Mer",05 87 85 02 10,Actif
IMM00268,Roger,Aimée,Dl97093,"1, chemin Lemonnier, 37249 Lamy",+33 (0)6 67 06 61 93,Actif
IMM00269,Rémy,Aimé,wr60970,"rue Roland Rivière, 74338 Germain",0518547410,Inactif
IMM00270,Grondin,Dominique,ex80163,"81, boulevard Cécile Rousset, 70343 Sainte Adriennec",+33 (0)4 85 56 61 29,Suspendu
IMM00271,Delaunay,Arthur,yo91224,"6, chemin de Benoit, 89862 Millet",03 68 94 21 64,Inactif
IMM00272,Lévêque,Emmanuel,SR04916,"99, boulevard Leleu, 17400 Nicolas",+33 (0)4 94 60 22 11,Actif
IMM00273,Merle,Théodore,Fo59107,"17, avenue Caroline Da Silva, 16726 Legendre",0766731691,Actif
IMM00274,Lenoir,Frédéric,fS85433,"95, avenue Launay, 36592 Sainte Robert",+33 (0)3 89 94 25 20,Actif
IMM00275,Berthelot,Étienne,oy49185,"657, boulevard Jeanne Legendre, 83360 Chauvin",+33 4 63 11 26 82,Actif
IMM00276,Léger,Isaac,xb35059,"73, chemin Leconte, 48952 Giraud",+33 (0)2 61 03 79 80,Actif
IMM00277,Briand,Louise,NI19523,"61, boulevard de Poirier, 80918 Dias",06 98 64 56 06,Actif
IMM00278,Marchand,Auguste,xy07424,"61, rue Monique Carre, 78160 GrégoireBourg",0355362846,Actif
IMM00279,Mace,Christophe,iS58560,"79, rue Raymond Perret, 75477 Guillot-sur-Mer",05 31 03 22 66,Suspendu
IMM00280,Marion,Arthur,OI76415,"57, avenue Adélaïde Morel, 24659 Maillard",+33 1 43 07 75 38,Inactif
IMM00281,Simon,Gilbert,tU04497,"596, avenue Legros, 82249 Sainte Patricia",+33 (0)4 98 53 18 47,Inactif
IMM00282,Fischer,Andrée,Cq37420,"54, avenue Susanne Blanchet, 86707 Munoz",0250251904,Suspendu
IMM00283,Andre,Philippe,Bz05094,"rue Guichard, 01269 Boyer-sur-Jean",0175586621,Inactif
IMM00284,Gosselin,Hugues,sv81326,"rue de Maillet, 46834 Carre-sur-Lacroix",0326984969,Actif
IMM00285,Charpentier,Marcel,gr00530,"5, rue Laporte, 71992 Martinsnec",0586188815,Actif
IMM00286,Laine,Christine,Ae30908,"rue de Lombard, 85341 Mahe-sur-Poulain",0363990492,Actif
IMM00287,Joubert,Lucy,MW78623,"avenue Benoît Charpentier, 82901 Bourgeois",0603631378,Actif
IMM00288,Delannoy,Valérie,Re94684,"2, rue Suzanne Poulain, 08730 Gérard",+33 (0)2 54 08 43 94,Inactif
IMM00289,Bernier,Lucy,hi26149,"65, rue Odette Caron, 80449 AlbertVille",0438511455,Actif
IMM00290,Delmas,Gilbert,QJ56407,"186, avenue de Lebrun, 97171 Maréchal",0474478041,Actif
IMM00291,Camus,Laure,ZA01432,"662, rue Claudine Couturier, 13412 Charpentierboeuf",+33 3 82 87 53 62,Inactif
IMM00292,Louis,Aimé,ny67852,"12, avenue de Bernard, 63346 Sainte SébastienBourg",+33 (0)2 43 71 79 45,Actif
IMM00293,Lombard,Marcelle,nd51375,"18, chemin de Gaillard, 01292 Morin-sur-Leroux",+33 4 90 41 83 23,Suspendu
IMM00294,Devaux,Élisabeth,dh24486,"51, chemin Alves, 12368 Texier",02 51 39 87 79,Suspendu
IMM00295,Goncalves,Nath,Qm52421,"54, rue Michèle Guichard, 86482 Sainte Laetitia-les-Bains",+33 (0)5 16 67 34 90,Actif
IMM00296,Maillard,Patrick,ZE73752,"20, chemin de Leclercq, 57882 Roux",+33 6 31 17 62 61,Actif
IMM00297,Legros,Louise,ro14343,"61, rue Gilbert Chauvin, 30115 Pascalboeuf",02 40 66 72 06,Actif
IMM00298,Teixeira,Jean,nG05749,"50, rue Agathe Le Roux, 07346 Vincent",+33 3 89 53 13 58,Inactif
IMM00299,Verdier,Virginie,Dc87455,"99, avenue Boyer, 22311 Michaud",+33 1 58 40 43 70,Actif
IMM00300,Delaunay,Hortense,DH83955,"43, rue de Perrot, 43446 Pinto-les-Bains",02 36 96 70 13,Actif
IMM00301,Leblanc,Françoise,Vl03427,"69, rue de Seguin, 45973 Martins-sur-Vallée",0481100143,Inactif
IMM00302,Briand,Jacques,Vw68675,"66, avenue de Mallet, 30245 Guilbert",+33 3 76 75 23 97,Suspendu
IMM00303,Dupont,Michel,uX65664,"95, rue Joséphine Thibault, 86237 Vincent-les-Bains",0582639883,Suspendu
IMM00304,Leroy,Margot,bb09622,"512, rue Lesage, 38368 Gomez",0255557337,Inactif
IMM00305,Pottier,William,Jx47069,"94, boulevard Joly, 72796 Lagarde",03 61 05 63 95,Actif
IMM00306,Marques,Richard,bL62193,"rue de Laporte, 87983 Maillard-sur-Perez",+33 (0)1 56 11 31 49,Actif
IMM00307,Fernandes,Éric,OE52463,"73, avenue Guyon, 05422 Sainte CélineVille",+33 2 48 03 38 10,Inactif
IMM00308,Lamy,Théodore,os53286,"92, rue de Leduc, 84939 Allain",05 67 15 13 21,Actif
IMM00309,Brunet,Adrien,Kd69900,"2, rue de Maillet, 06808 Saint GillesVille",+33 (0)2 79 89 42 78,Actif
IMM00310,Maurice,Adrienne,dv93774,"37, rue Élise Dumas, 68966 Maurice",+33 (0)3 54 52 51 94,Suspendu
IMM00311,Tessier,Gilles,Aa25091,"141, avenue Philippine Ollivier, 97632 Laporte",+33 (0)6 35 40 50 02,Actif
IMM00312,Bodin,Cécile,tf10337,"avenue de Texier, 03972 Saint Aimé",0415901985,Suspendu
IMM00313,Hamon,Maryse,OM41796,"boulevard de Hamon, 37336 Humbert-sur-Mer",05 55 39 97 24,Actif
IMM00314,Guilbert,Julie,ZI85185,"19, rue Bourdon, 60207 Besnard",+33 (0)2 97 62 84 11,Suspendu
IMM00315,Antoine,Emmanuel,HO15033,"832, boulevard de Rodriguez, 68636 NeveuVille",+33 (0)8 07 59 10 80,Actif
IMM00316,Ribeiro,Alain,Ai67186,"78, rue de Langlois, 04928 Charpentier",+33 6 32 66 54 85,Actif
IMM00317,Denis,Sabine,ge65990,"55, rue de Duval, 46641 Jacquetnec",+33 5 81 86 81 88,Suspendu
IMM00318,Valette,Laurent,Zr99646,"92, chemin Lucie Imbert, 69176 Saint Jean",+33 (0)6 33 80 16 59,Suspendu
IMM00319,Meunier,Éléonore,xc42849,"212, chemin de Lopes, 86514 Delannoy",0561849657,Actif
IMM00320,Bousquet,Adrienne,KN48154,"rue Alexandre, 93692 Perrier-la-Forêt",+33 5 64 54 99 08,Actif
IMM00321,Perret,Jean,Ma38801,"120, avenue de Fournier, 23127 PerrierVille",0516061444,Actif
IMM00322,Paris,André,oo32177,"rue Vallet, 11901 Saint Adrienne-les-Bains",0785649681,Inactif
IMM00323,Hoarau,Michelle,fv67508,"769, rue Anaïs Gérard, 05113 Simonboeuf",+33 (0)2 32 34 41 74,Actif
IMM00324,Berthelot,Catherine,rU30559,"69, rue Pons, 75184 Ramos-sur-De Sousa",0483642521,Suspendu
IMM00325,Guyot,Suzanne,eX68785,"25, avenue de Merle, 46883 Saint Auguste",+33 4 97 36 56 05,Suspendu
IMM00326,Roy,Andrée,mT16673,"30, avenue de Martel, 01121 Saint Jérôme",03 45 34 96 30,Suspendu
IMM00327,Tessier,Édouard,St75332,"2, rue Laurent, 35138 Sainte Aurélie",0364258948,Actif
IMM00328,Blanchet,Margot,gQ20939,"64, boulevard Mace, 30756 Mace",+33 3 70 19 64 90,Suspendu
IMM00329,Bourgeois,Maurice,mt60320,"510, avenue de Pichon, 83810 Baronnec",03 76 29 12 92,Inactif
IMM00330,Philippe,Amélie,Xk27807,"chemin de Lévêque, 59904 Antoine",03 60 58 79 85,Actif
IMM00331,Lemoine,Élise,sa00252,"259, avenue de Merle, 06800 Laine-sur-Mer",+33 (0)2 41 96 87 39,Actif
IMM00332,Lamy,Stéphanie,Zm07477,"8, avenue Lagarde, 21198 Saint Vincent-sur-Mer",+33 4 98 44 92 12,Actif
IMM00333,Morvan,Simone,HM67997,"rue Nathalie Gimenez, 34913 Sainte Adélaïde",07 50 33 29 60,Inactif
IMM00334,Cordier,Louise,mr53173,"87, avenue Imbert, 75303 Brunnec",+33 (0)7 61 34 70 12,Inactif
IMM00335,Torres,Antoinette,XE60579,"41, chemin de Morvan, 44236 Lopez-sur-Baudry",05 54 89 08 49,Actif
IMM00336,Gaillard,Henri,eP60469,"4, avenue Thérèse Lesage, 78748 DelmasBourg",+33 5 35 91 52 75,Actif
IMM00337,Marty,Cécile,Hy12804,"39, chemin Raymond Valette, 60199 Giraud-sur-Arnaud",0516452559,Actif
IMM00338,Rousset,Dominique,Kp41430,"432, boulevard Julien, 10174 Rolland",0615253661,Actif
IMM00339,Petit,Aimée,yS49223,"49, rue Mathilde Charpentier, 48489 Schneider-sur-Wagner",+33 (0)5 45 73 27 46,Suspendu
IMM00340,Leroy,Lucy,eT17687,"24, boulevard de Valentin, 46297 Clément-sur-Hubert",+33 (0)1 74 83 20 42,Actif
IMM00341,Lelièvre,Alice,Tn23703,"73, boulevard Lorraine Cohen, 31471 PagesVille",+33 (0)3 85 58 69 03,Actif
IMM00342,Gauthier,Noël,NH66861,"579, boulevard Maury, 05712 Marie-sur-Munoz",03 63 71 84 60,Inactif
IMM00343,Bourgeois,Lucy,rJ35243,"16, avenue Blin, 25765 Richard",0688529037,Suspendu
IMM00344,Fernandes,Juliette,rg11160,"chemin Marcelle Pons, 50571 Sainte Aurélie",+33 4 94 40 91 38,Actif
IMM00345,Fouquet,Colette,ZK70785,"rue Mendès, 01615 Legros-sur-Mer",07 37 32 56 24,Actif
IMM00346,Techer,Luc,mq29295,"614, chemin Lucie Barthelemy, 45575 Masse",05 64 51 37 86,Actif
IMM00347,Delorme,Robert,lx50635,"872, chemin de Imbert, 62335 Saint Stéphane-les-Bains",05 56 33 58 41,Actif
IMM00348,Le Goff,Océane,DH21299,"6, chemin de Boyer, 01780 Fournier",0463149775,Actif
IMM00349,Grégoire,Laurence,ge50095,"694, rue Brigitte Marques, 63348 GalletVille",+33 7 57 59 66 61,Actif
IMM00350,Marchal,Luc,Lw44410,"rue Evrard, 97184 Gomes",+33 (0)2 90 38 15 37,Actif
IMM00351,Renaud,Patricia,oC70021,"44, boulevard Benoit, 28834 HenryVille",+33 3 67 42 69 97,Suspendu
IMM00352,Clerc,Philippine,JC28065,"1, avenue de Goncalves, 95686 Rousseau",02 54 67 45 80,Actif
IMM00353,Brunet,Camille,Fm48461,"2, boulevard Salmon, 33714 Laporte",02 61 46 38 26,Actif
IMM00354,Morel,Raymond,Yr25439,"45, chemin de Aubry, 54762 Saint Odette",05 94 92 13 60,Actif
IMM00355,Wagner,Renée,So95827,"26, rue Masson, 52737 Léger",+33 (0)4 89 54 93 87,Actif
IMM00356,Leclerc,Madeleine,zN60564,"8, avenue de Traore, 40374 Guérin-la-Forêt",0411548785,Suspendu
IMM00357,Couturier,Pénélope,AY09819,"1, rue de Gonzalez, 31228 GarnierBourg",+33 (0)3 56 54 51 92,Actif
IMM00358,Evrard,Pénélope,rm23191,"82, boulevard Chantal Ferreira, 74784 Lopes",03 29 63 21 28,Actif
IMM00359,Lopes,Simone,wT94779,"66, boulevard de Munoz, 85725 Gaillard-sur-Nguyen",+33 (0)2 56 08 54 28,Actif
IMM00360,Neveu,Françoise,pS92821,"301, rue Moreno, 01627 Saint Aurore",+33 4 79 89 88 01,Actif
IMM00361,Pruvost,Joseph,rw58101,"908, rue Buisson, 84970 Loiseau",0384001609,Inactif
IMM00362,Normand,Étienne,cP45434,"5, rue de Samson, 35921 Sainte ConstanceVille",+33 5 57 35 65 19,Suspendu
IMM00363,Ribeiro,Denise,rz80035,"51, boulevard Éléonore Lévêque, 14998 Lacombe",+33 3 22 68 76 94,Actif
IMM00364,Ferrand,Martine,Wg70255,"56, chemin Marthe Perret, 21238 Hamel-sur-Hebert",+33 (0)2 53 38 55 60,Actif
IMM00365,Pruvost,Victoire,hQ48385,"3, rue de Renard, 29761 Boutin",02 69 73 21 17,Actif
IMM00366,Martinez,Alexandria,Wt95816,"64, avenue Agnès Delmas, 44561 Jacquet-sur-Hamel",03 45 44 59 69,Actif
IMM00367,Moulin,Françoise,qN14597,"551, rue Maurice Lebrun, 33175 Sainte Noémi",+33 (0)6 30 43 81 78,Suspendu
IMM00368,Labbé,Constance,sw89788,"664, avenue Frédéric Da Silva, 24238 JacquetVille",+33 2 85 35 81 36,Suspendu
IMM00369,Regnier,Joséphine,CX48516,"26, rue Le Goff, 43132 Morvan-sur-Marin",+33 (0)3 23 09 66 27,Actif
IMM00370,Coulon,Virginie,Vg67460,"29, boulevard de Lenoir, 06376 Germain",0351638326,Actif
IMM00371,Lefort,Christine,To94713,"51, boulevard Thierry Lebreton, 08706 Regnier",0563815912,Actif
IMM00372,Carre,Noël,MS08417,"21, boulevard Léon Delattre, 22548 Lévy",0188106793,Inactif
IMM00373,De Sousa,Vincent,bM11899,"879, boulevard Meyer, 01447 Picard",05 33 45 51 45,Actif
IMM00374,Vaillant,Jeannine,Tb02858,"57, avenue de Delahaye, 58221 Bruneau-sur-Mer",+33 2 72 64 20 35,Actif
IMM00375,Brunet,Marcel,JP28593,"2, rue Guyot, 93697 Poulain",04 99 61 04 76,Suspendu
IMM00376,Garcia,Élise,qH64027,"17, rue Luc Rolland, 24320 Gimenezboeuf",0384258767,Suspendu
IMM00377,Courtois,Anouk,yV93907,"20, chemin Marty, 58246 Saint MichelVille",+33 (0)2 99 62 48 25,Actif
IMM00378,Benoit,Théodore,Yr77891,"65, chemin Margot Grégoire, 63508 Blondel",02 31 33 23 10,Inactif
IMM00379,Marin,Sabine,gR02201,"82, boulevard de Chevalier, 23758 HebertVille",03 26 66 12 70,Actif
IMM00380,Menard,Benjamin,xE70031,"1, chemin Aimé Duhamel, 85318 Langlois-sur-Grégoire",+33 (0)6 00 85 59 79,Inactif
IMM00381,Chrétien,Augustin,em99758,"451, boulevard Adrienne Berthelot, 57454 CordierBourg",+33 (0)1 34 94 73 74,Actif
IMM00382,Mary,Martine,AB78151,"776, boulevard Martel, 24816 Sainte Nathalie",+33 4 38 46 41 97,Actif
IMM00383,Monnier,Françoise,yR91225,"38, chemin Juliette Thibault, 56649 Saint William",01 56 39 43 40,Actif
IMM00384,Maurice,Luce,qC64156,"80, rue Prévost, 68127 Germain",+33 (0)2 85 53 33 36,Suspendu
IMM00385,Bailly,Valérie,GE72648,"40, rue Thibault Lemoine, 28741 Dufour",+33 (0)2 49 93 29 59,Suspendu
IMM00386,Bazin,Emmanuel,xG95191,"15, avenue Bertrand, 80725 Rivière",+33 (0)7 81 05 14 11,Suspendu
IMM00387,Labbé,Gérard,EH14963,"5, rue de Rey, 51318 Rodriguesboeuf",+33 8 00 21 42 90,Inactif
IMM00388,Peron,Julie,IY62839,"53, rue Élise Costa, 81807 Roussel",+33 (0)4 84 05 62 81,Inactif
IMM00389,Gilbert,Lorraine,ZK47963,"1, avenue Alexandre, 34423 Saint Charles-sur-Mer",+33 (0)6 66 29 02 14,Actif
IMM00390,Besnard,Édith,BA09528,"207, chemin de Gaudin, 41615 Hamelboeuf",03 26 54 82 77,Inactif
IMM00391,Vidal,Colette,Ej02290,"40, boulevard Guillon, 58756 Cohen",+33 (0)5 81 54 01 38,Actif
IMM00392,Robert,Michèle,ew69371,"chemin Thérèse Renault, 87179 Pichon",+33 (0)3 21 91 22 06,Suspendu
IMM00393,Mathieu,Maryse,RE61427,"64, avenue de Le Gall, 33163 Sainte Monique",0481659415,Inactif
IMM00394,Girard,Édouard,Xz58478,"rue de Mathieu, 72940 Henrydan",0564339846,Inactif
IMM00395,Verdier,Arnaude,KA48699,"91, boulevard Marcelle Traore, 80804 Tessier",+33 4 95 83 32 99,Inactif
IMM00396,Gaudin,Bernard,ue22688,"37, boulevard Pages, 65668 Parent-sur-Mer",04 44 35 69 32,Actif
IMM00397,Berger,Jérôme,pZ88963,"85, rue de Duhamel, 24656 Buisson",06 53 07 46 68,Actif
IMM00398,Hoareau,Henriette,EB71034,"6, avenue Jules Becker, 69174 Sainte Frédéric-sur-Mer",03 68 36 46 99,Actif
IMM00399,Antoine,Auguste,qh80439,"rue Noël Boulanger, 55406 Rousseau",0272721785,Actif
IMM00400,Vidal,Édith,km50389,"8, rue Bouvet, 77681 De Oliveiranec",+33 3 61 87 49 97,Inactif
IMM00401,Bernard,Léon,GW57237,"79, boulevard de Schneider, 63129 Sainte Théophile",+33 (0)4 76 32 33 70,Inactif
IMM00402,Diaz,Marc,QO09961,"boulevard de Turpin, 07527 Lefort",+33 3 87 06 34 58,Actif
IMM00403,Bousquet,Gabrielle,cy70607,"73, boulevard de Lefèvre, 24903 Saint Rémynec",+33 2 99 57 51 56,Actif
IMM00404,Schmitt,Aurélie,vc77967,"avenue Collet, 26457 Gros-sur-Diaz",0474424178,Actif
IMM00405,Grégoire,Jeanne,TQ29865,"89, rue de David, 32342 Traore",0549004104,Suspendu
IMM00406,Alexandre,Michel,hZ25174,"474, rue Corinne Bourdon, 45727 Guichard",01 56 03 02 19,Actif
IMM00407,Parent,Alfred,ws94999,"9, rue de Martineau, 90307 Chrétiennec",+33 (0)2 72 26 42 97,Actif
IMM00408,Girard,Antoine,Kp66464,"27, boulevard de Lenoir, 97120 Renault",04 20 08 61 47,Inactif
IMM00409,Martin,Audrey,dF26046,"rue Pichon, 80886 Camus",+33 4 20 19 11 26,Suspendu
IMM00410,Colin,Audrey,rM15579,"82, chemin de Antoine, 84843 Vallet",+33 (0)5 47 87 56 50,Actif
IMM00411,Samson,Raymond,aZ44422,"96, rue de Berthelot, 22589 Gallet",+33 (0)5 49 06 02 10,Suspendu
IMM00412,Seguin,Margaret,kS89580,"73, avenue Germain, 55819 Boucher-sur-Brunet",03 79 79 54 70,Actif
IMM00413,Pons,Patricia,Px65349,"145, chemin Jacques, 11431 Nicolasdan",0345597066,Actif
IMM00414,Joubert,Arnaude,RR53717,"36, rue Guilbert, 89150 De Sousa-les-Bains",+33 3 82 47 18 51,Actif
IMM00415,Riou,Emmanuel,yb19573,"59, avenue Claudine Marie, 05789 Ferreira",+33 (0)6 33 95 92 05,Actif
IMM00416,Huet,Georges,Kq77259,"1, boulevard Techer, 37631 Martineznec",+33 (0)5 18 99 48 69,Suspendu
IMM00417,Julien,Guillaume,Kq94318,"39, chemin Alix Jacques, 97390 Sainte Susanne-sur-Mer",0252483057,Actif
IMM00418,Benard,Amélie,zy96190,"51, avenue Sophie Mercier, 20638 Colas-sur-Jourdan",+33 4 42 10 90 21,Actif
IMM00419,Gomes,Dominique,Iv26206,"75, boulevard Laurent Rodriguez, 20703 Chevalier-sur-Bousquet",+33 (0)4 50 11 70 52,Inactif
IMM00420,Dupré,Georges,tI00715,"333, chemin Léon Albert, 40235 Sainte Margot",0246051216,Suspendu
IMM00421,Maury,Paulette,fN28469,"90, chemin Dupré, 27453 Saint Nathalie",+33 (0)5 19 31 61 56,Actif
IMM00422,Le Roux,Georges,Sf93362,"71, rue de Leleu, 32456 Evrard-sur-Dupuis",+33 (0)7 67 94 45 50,Actif
IMM00423,Maillard,Juliette,cS72451,"40, rue Breton, 48772 Cohen-sur-Lecoq",03 55 89 73 16,Inactif
IMM00424,Raynaud,Christophe,dx20560,"avenue Denis Meyer, 11181 Chauvin",+33 (0)3 90 49 73 13,Actif
IMM00425,Le Roux,Claudine,Qw36252,"7, boulevard de Lemaire, 89664 Aubertnec",03 63 43 19 79,Actif
IMM00426,Rossi,Astrid,gg32977,"584, avenue de Lefort, 48911 Gomes-sur-Jean",+33 3 72 44 64 70,Actif
IMM00427,Jacquot,Monique,FG13725,"63, rue Marcelle Clerc, 91221 Charlesnec",0258491226,Inactif
IMM00428,Hebert,Nicole,ei46392,"916, rue de Hardy, 97154 Marie",0256357649,Actif
IMM00429,Morel,Emmanuelle,jQ03554,"885, boulevard Labbé, 28183 Sainte Aurore",+33 7 63 62 67 42,Actif
IMM00430,Michaud,Augustin,yI11304,"26, avenue Pasquier, 60282 Hamon",0672857702,Actif
IMM00431,Georges,Constance,lO19026,"rue Monnier, 31212 Hoarau-sur-Renaud",+33 (0)7 89 96 48 41,Suspendu
IMM00432,Courtois,Élise,Zw78953,"13, rue Océane Gaillard, 06329 Le Gallboeuf",+33 (0)3 65 57 92 34,Suspendu
IMM00433,Bernier,Hugues,Lz91102,"boulevard Daniel Potier, 77871 CourtoisBourg",+33 2 98 45 50 14,Actif
IMM00434,Barbe,Philippine,ne94932,"rue de Fouquet, 97385 Dumont",+33 1 58 23 00 74,Inactif
IMM00435,Marie,Patrick,zt04945,"48, chemin de Munoz, 89364 Sainte Juliette-la-Forêt",+33 (0)7 71 65 14 22,Suspendu
IMM00436,Renaud,Margot,Dv55055,"17, rue Guillaume Ruiz, 16354 Sainte ArthurVille",05 16 36 44 47,Inactif
IMM00437,Rousset,Édith,Kn13764,"rue Claudine Guillon, 16506 DuhamelBourg",+33 2 69 85 48 03,Actif
IMM00438,Fouquet,Dominique,Mo96330,"chemin de Klein, 29796 Perrin",+33 4 94 86 42 18,Actif
IMM00439,Morvan,Hortense,VH89160,"2, chemin Olivie Bertrand, 29535 Da Costa",0633090853,Inactif
IMM00440,Jean,Claudine,hp84669,"49, rue de Joseph, 16364 Charrier-les-Bains",0486384921,Inactif
IMM00441,Bouvet,Benoît,hy95284,"79, rue de Legendre, 02608 Gillet",0325552368,Actif
IMM00442,Bigot,Catherine,KW89489,"26, boulevard Vincent, 89348 Sainte Cécile-sur-Mer",0471264862,Actif
IMM00443,Marty,Nathalie,MZ52055,"59, boulevard Gillet, 30630 Charles-sur-Couturier",+33 (0)6 25 80 78 98,Inactif
IMM00444,Legrand,Alexandria,Hs97073,"48, boulevard Blanchet, 87155 Carre-sur-Delannoy",0468170852,Actif
IMM00445,Marie,Robert,CU56158,"7, avenue de Baudry, 60812 Lucasnec",0457663434,Actif
IMM00446,Dufour,Alfred,GG08592,"chemin Mathilde Lacombe, 84387 Saint Lucas",0540444596,Suspendu
IMM00447,Andre,Anastasie,ZL63621,"boulevard de Pires, 80640 Marchal",+33 7 98 12 39 73,Suspendu
IMM00448,Guyot,Charles,Ec00146,"967, rue Jourdan, 88740 Le Goff",+33 2 90 90 09 63,Inactif
IMM00449,Fernandez,Anne,Vp50868,"chemin de Vidal, 33173 Rodriguez",02 48 74 39 72,Actif
IMM00450,Ollivier,Juliette,Fz55490,"204, rue Emmanuelle Coulon, 69343 Pagesdan",+33 2 44 91 76 28,Actif
IMM00451,Dias,Victoire,NK19377,"boulevard Merle, 35942 Dijoux-sur-Ledoux",0238839301,Actif
IMM00452,Colas,Thibaut,pm29198,"45, rue Antoine Denis, 20718 Girard",05 45 55 59 87,Actif
IMM00453,Germain,Dorothée,qT46258,"53, boulevard Élisabeth Faure, 41956 Ribeiro",0379530959,Actif
IMM00454,Lévêque,Aurélie,Bp02342,"8, boulevard Philippine Gilbert, 15718 Sainte Timothée-les-Bains",0277518731,Actif
IMM00455,Barbe,Hélène,aa80971,"30, rue Letellier, 60704 Meuniernec",+33 (0)2 61 90 04 39,Inactif
